material_id,pretty_formula,icsd_ids
mp-13037,TmGe2,"[638067, 159585, 638062]"
mp-14050,Ca3Ga2(SiO4)3,[27387]
mp-14536,KNa2Zn3(PO4)3,[63414]
mp-14796,KPt2Se3,[69438]
mp-15113,Na2Si3O7,[81134]
mp-15397,Ti7Al2O15,[202646]
mp-16870,Ba2CdSe3,[66653]
mp-17410,CsEr3Se5,[81710]
mp-18799,YbVO4,"[9398, 78082, 15601]"
mp-18909,BaNi2(PO4)2,[280167]
mp-18989,LaVO4,"[400, 155240, 191452, 191451, 8294]"
mp-19305,CaV2O5,[82689]
mp-19834,CeInCu2,"[102132, 600255, 620877, 620872, 106379]"
mp-19935,ErFeO3,"[27282, 98307, 16782, 189733]"
mp-20351,InP,"[640182, 640185, 24517, 41443, 640184, 600858, 600506, 53105, 640191, 190417, 640186, 181196, 165466, 188691, 640192]"
mp-21093,SrPb,[105623]
mp-22613,Nb3FeS6,"[42687, 632802]"
mp-227,SmCu5,"[103099, 629254, 658039, 629246, 103098]"
mp-22719,Ba2NdCu3O7,"[86960, 81169]"
mp-23178,WCl6,"[2364, 425148, 2365]"
mp-23227,CuBr,"[30092, 30091]"
mp-23288,AlBr3,"[39768, 83432, 83433, 83434, 77059]"
mp-23672,PH6NO4,"[84114, 54776, 28154, 246299, 63634, 63494]"
mp-23967,CoH2SeO5,[66747]
mp-24075,Ho(HO)3,[200096]
mp-24515,RbAl(H2N)4,[40168]
mp-2482,CaC2,"[252729, 252732, 252774, 252759, 252765, 252720, 252738, 252726, 252762, 252768, 252747, 252750, 252714, 252744, 252723, 252753, 252771, 252717, 252756, 252741, 252735, 617300, 411188, 54186, 56158, 617303, 74665, 410313]"
mp-2723,IrO2,"[640885, 81028, 640888, 84577, 640883, 56009, 640887]"
mp-2730,HgTe,"[639233, 639258, 639255, 53955, 639244, 604601, 639262, 639243, 639235, 639232, 43714, 31845, 639259, 639257, 639236, 639261, 603712, 639237, 639245, 639240, 60203, 639234, 600726, 639239, 162602, 639248, 657056, 639238]"
mp-27562,Na2Pd3O4,[6157]
mp-27701,Mo9O26,"[24031, 38014]"
mp-28341,LiGaCl4,[60849]
mp-28381,Cs3InO3,[62644]
mp-28426,B2PCl2,[63208]
mp-28477,Sr(ClO3)2,[61157]
mp-28873,CsBrO3,[74769]
mp-29014,P2S3,[78765]
mp-29157,Si3P2Pt,[84944]
mp-29398,Cs2HfI6,[201308]
mp-29816,Ag2HgO2,[280333]
mp-30240,Ca2CoO3,"[181372, 160557]"
mp-30282,La2I5,[409702]
mp-30325,In2(Se2O5)3,[95945]
mp-30648,LiMg2Ga,[103782]
mp-3200,Lu2Ti2O7,"[164021, 24205, 191612]"
mp-3534,Ge2Sb2Te5,"[637823, 42876]"
mp-4559,BaCO3,"[158389, 158390]"
mp-504563,BaFe2Se3,"[424315, 424314, 185512, 16308, 290595]"
mp-505302,U5Ge4,[84328]
mp-505528,Nb3P,"[43206, 645166]"
mp-505571,Mn3SnN,[76062]
mp-505634,Cs2Te3,"[53244, 53245]"
mp-510273,CsSbO2,[59329]
mp-510456,Zr(MoO4)2,[59999]
mp-510608,ZnCuAsHO5,[160894]
mp-518,Ti5Re24,"[650177, 650176, 150922]"
mp-541083,KPH5C2S2(NO)3,[49804]
mp-541415,KH5S2O9,[74895]
mp-542085,Sr2GeO4,[56382]
mp-5439,Th2Ru6C5,"[39204, 79239]"
mp-546027,CrBiO3,[246425]
mp-550117,Sm4Se3O4,[419130]
mp-555657,YCrO4,[157934]
mp-556012,NaCSN,[22273]
mp-556209,RbLiMoO4,[20641]
mp-556378,BiSeClO3,[411169]
mp-557375,NaLiCO3,[89650]
mp-557802,K2Be(Si2O5)2,[20797]
mp-557964,Li9S3N,[240749]
mp-558830,ZnTeMoO6,"[163981, 250523]"
mp-559422,Bi4Au2O9,[82093]
mp-560043,KSb4F13,[24740]
mp-560051,RbSiBiS4,[281166]
mp-560136,Cu3B4Pb2O11,[249514]
mp-560522,MnSO3,[15554]
mp-560812,KU2(PO4)3,[153498]
mp-560860,Na2PtO3,[25020]
mp-561655,YTl5Co2(NO2)12,[24537]
mp-567200,Li2InIr,[639824]
mp-567963,Lu5Ir2,[104493]
mp-568090,LaBC,[414489]
mp-568203,K2Th(PSe3)3,[98356]
mp-568610,Bi,[52725]
mp-568816,K2FeCu(CN)6,[99499]
mp-569152,SnCl2,"[15452, 81977]"
mp-569261,Pr7CoI12,[416274]
mp-569446,NiPb,[108642]
mp-570666,Mo3Pt2N,[150314]
mp-570668,LaSe2,"[32530, 32529]"
mp-570779,Pr3OsI3,[84701]
mp-571312,Ce5(SiN3)3,[419063]
mp-571342,TiGa2,"[635561, 635548]"
mp-573815,ReI3,[25114]
mp-579919,Cs2ZnN12,"[67043, 4023]"
mp-582719,Ta6Ni16Ge7,"[109126, 637403]"
mp-583234,Bi4I,[246145]
mp-5999,Sm2Ti2S2O5,"[411147, 87765]"
mp-6068,Sr2TbRuO6,"[93361, 153132, 290794]"
mp-628185,K3NaSn3Se8,[280286]
mp-639675,EuCu,[108374]
mp-644838,Co2Mo4N,[162276]
mp-650674,TeAs(Se2F3)2,[62044]
mp-6596,MgAlPO5,"[156822, 74773]"
mp-662792,Os2C6SO6,[201486]
mp-6766,CaMg(SiO3)2,"[5205, 31116, 10222, 159050, 86343, 159065, 159063, 159522, 159058, 159060, 159052, 9672, 159051, 161029, 159064, 159053, 159520, 159048, 30522, 10223, 30294, 168107, 159062, 52359, 159049, 62545, 159521, 159056, 159066, 159054, 10225, 89856, 159055, 159061, 159067, 10224, 17043, 74632, 159059, 159523, 159057]"
mp-696766,CoH12(ClO3)2,"[42744, 34429, 69393]"
mp-699229,HPb3ClO3,[94064]
mp-704851,Fe2(MoO4)3,[16402]
mp-707021,Na6H2Pd(S2O7)2,[16393]
mp-721180,UH14(NO2)4,[30555]
mp-7404,Na3SbO4,[10320]
mp-740930,LaP3(HO)6,[88014]
mp-754109,PrAsO4,[430621]
mp-754670,V2O5,"[41030, 157988, 29140, 15984, 82151]"
mp-768,TmAl3,"[58194, 609565]"
mp-8137,NpSO,"[31656, 421032]"
mp-827,KN3,"[28896, 34270, 641260, 183847, 24007, 183850, 25006, 183849, 155168, 34269, 183848]"
mp-867980,K4(S2O3)5,[15029]
mp-1008669,U,"[248404, 181306]"
mp-10118,Mn3B4,"[614732, 44446]"
mp-1018645,YPt3C,[190794]
mp-1020122,MgS2O7,[426707]
mp-1025190,Co2NiSe4,[624485]
mp-10436,Tb(AlSi)2,[89552]
mp-1067129,VC3,[32591]
mp-1071032,GeS2,[425582]
mp-1077349,ThGeTe,[638015]
mp-1078856,SmInNi,"[167633, 640147]"
mp-1078973,Sr(InP)2,[260563]
mp-1078997,NdFeGe2,[632077]
mp-1079386,TbZnPd,[183340]
mp-1095497,YIr3,[641184]
mp-1105977,Lu2Si5Ni3,[658652]
mp-1106146,Ba2ErInTe5,[248943]
mp-11151,NaPrTe2,[413184]
mp-11363,TbCu5,"[103117, 108415]"
mp-1182304,Mn2CuH12(NO2)4,[61243]
mp-1185232,LaCoO3,[164459]
mp-1188696,Ho2Al3Ge4,[607953]
mp-1189501,La7Pt3,[641692]
mp-1191437,Zr2Co,[625682]
mp-1192303,Pr2Mn3(SbS3)4,[422012]
mp-1192337,EuCo9Si2,[622875]
mp-1192433,Na5Pr4Ge4O16F,[431182]
mp-1192532,SiH2,[425931]
mp-1193856,Zr21S8,[651473]
mp-1194201,Nb3Fe3N,[632692]
mp-1194241,CeCu5Ag,[657086]
mp-1195890,Ba3MnV4O14,[194781]
mp-1196466,ZrS2O9,"[20494, 16002]"
mp-1196558,K2V4Zn5O20,[154178]
mp-1196754,Rb4Mo5H4Se2O23,[184744]
mp-1198083,Gd5Ge4,"[184260, 84085, 423095, 635720, 281654, 249757, 635732, 97390]"
mp-1198622,Li7La3Hf2O12,[174202]
mp-1199972,Ho10Mn13C18,[603286]
mp-1201547,Ho4BClO7,[425937]
mp-1201643,Cs3U2PO10,[247865]
mp-1201691,MnTe6O13,[250506]
mp-1202051,ZrHgH10C6O17,[173394]
mp-1202186,Be3SiO6,[97690]
mp-1202362,Yb4Ta25O68,[56484]
mp-1202598,NaSi4O13,[57135]
mp-1203928,NbH8N2OF5,[173600]
mp-1204393,MgH12C3SO7,[240383]
mp-1204467,CdH8C4(NCl)2,[162987]
mp-1205182,CoBrN5O4,[25797]
mp-1208310,TbSiPd2,[648866]
mp-12283,Li5Tl2,"[642403, 10053]"
mp-12469,LaCd2Pd,[417029]
mp-12557,SrCuAs,[107943]
mp-12602,PrZn5,[108708]
mp-12662,Re24Mo5,[109289]
mp-12763,TbB6,"[150622, 615549, 615536, 615547]"
mp-1315,MgS,"[642787, 659124, 187171, 30241, 642784, 642786, 44930, 603166, 53939, 41234, 28903]"
mp-13312,ScTlS2,[418474]
mp-13516,TmAl3(BO3)4,"[190649, 240475]"
mp-13797,K2NaCuF6,[22111]
mp-1437,LiCd,"[620101, 620095, 620092, 620098, 102008]"
mp-14691,NaEr(PO3)4,[68283]
mp-15182,Rb2LiCo(CN)6,[83393]
mp-1527,TbCu2,"[241220, 241222, 629313, 241221, 241223, 241219]"
mp-16623,DyAl7Au3,[391108]
mp-16934,BaLaAlO4,[62490]
mp-17153,Ba(TbTe2)2,[90333]
mp-17534,Ho2Ge5Rh3,[63616]
mp-17682,Zr2Fe,"[634149, 103713]"
mp-17704,Tm2SiO5,[89623]
mp-17816,Na5AsO5,[411721]
mp-18219,Dy2SiSeO4,[410905]
mp-18731,Fe3O4,"[5246, 430561, 99304, 263010, 99305, 263012, 263011]"
mp-1894,WC,"[5212, 290352, 246151, 165099, 246149, 22258, 162416, 167895, 619091, 43380, 260168, 15406, 77566, 619090, 619096, 260171, 169401, 260166, 246150, 619088]"
mp-19276,BaMoO4,"[194082, 193795, 194083, 50821, 155140, 161851, 56109, 16166, 250487]"
mp-19328,NaWO3,"[28866, 28343, 29141]"
mp-19474,Ba2V2O7,[34320]
mp-19782,TbInCu,"[628137, 162736, 162735, 260991]"
mp-19921,PbO,"[62849, 62840, 53927, 62847, 62841, 62848, 62846, 647260, 99776, 62845, 62843, 15466, 62842, 600296, 26596, 99777, 62844, 94333, 64799, 647266, 64778]"
mp-2098,CeOs2,"[621722, 621730, 102242, 621729, 102241]"
mp-21011,Ce4As3,"[609996, 43883]"
mp-22068,Nb3Pb,"[645180, 105188, 105189]"
mp-22141,BaIn2,"[58685, 58657, 414229]"
mp-22664,HoRh3C,[77033]
mp-23072,BiBrO,"[5035, 185971, 61225, 24609, 29144]"
mp-23084,BiPbClO2,"[31860, 31861]"
mp-23887,MgH12SO9,"[62636, 48112]"
mp-27548,CuTe2O5,[2542]
mp-27580,Zn3(AsO3)2,[10400]
mp-28228,Ag7Te4,[30391]
mp-28299,USe2O7,[60513]
mp-28444,Fe3(SiO4)2,"[62597, 290996]"
mp-2850,B2Os,"[615115, 421523, 615117, 43316]"
mp-28522,Gd2CBr,[40561]
mp-29407,AlTeI7,[401395]
mp-29661,Si5Pt6,"[43283, 649605]"
mp-30069,CuNi2Sb,[53320]
mp-30125,PrTe2Se,[412465]
mp-30416,Rb4Sn2Au7,[58581]
mp-30443,Be17Ru3,[58735]
mp-30550,AlAu2,[57497]
mp-30718,K5Hg7,"[639057, 104304]"
mp-30905,Ba3(BN2)2,[412663]
mp-3934,Cu3PS4,"[656975, 628635, 412240, 24530]"
mp-4068,Na2GeS3,"[653637, 23455]"
mp-4689,Al7FeCu2,"[150642, 57677]"
mp-4759,ZrTe3O8,"[409713, 9079]"
mp-505088,NbTe4I,[67532]
mp-505286,Rb2NaFe(CN)6,[83394]
mp-505716,PuH18C3S3(O2F)9,[280848]
mp-529,SmMg2,"[104867, 642841]"
mp-541378,CsBiS2,[72975]
mp-545730,AgCNO,[260378]
mp-552966,Rb4CO4,[245440]
mp-553990,Ba4B2N4O,[400338]
mp-554104,Ca9Fe(PO4)7,"[43163, 82031, 43164, 82032, 43165, 82030]"
mp-554419,GdCuSe2ClO6,[412949]
mp-555014,Rb2MnF5,[82218]
mp-555641,Nb2Te4Cl10O,[49920]
mp-555750,Nd2SnS5,"[645866, 249666]"
mp-555830,Mg3Mn3(BO5)2,[30654]
mp-556649,Li4Ga3Si3BrO12,[87988]
mp-556725,CuH8C2Br3NO,[110471]
mp-556761,Ba5As3ClO12,[260065]
mp-556932,TlPO3,[157104]
mp-557416,Sb2MoO6,"[59292, 30700, 30699]"
mp-557589,TlZn(PO3)3,[91276]
mp-557730,Dy(PO3)3,[416844]
mp-558716,WSNCl5,[36292]
mp-559196,CaCr2(PO4)2,[412383]
mp-559336,NaNb3(TeO4)4,[170917]
mp-559964,Ti6O11,[90958]
mp-561489,AgTeO3,[415472]
mp-567368,Zr3(VGa2)2,[104028]
mp-568046,Y5Mg13Cu5,[419473]
mp-568410,C,"[88817, 88816]"
mp-569764,RbCu2I3,[150307]
mp-570046,Sr3MoN4,[409473]
mp-570634,Cd3As2,[238075]
mp-570799,EuI2,[56816]
mp-571315,Mg3Al8FeSi6,[27140]
mp-573548,La3(GaNi2)2,[103772]
mp-578752,Sr11InSb9,[240900]
mp-603245,Rb2Cr4Cu(HO4)4,[156677]
mp-610972,MnGePd,"[41156, 637059]"
mp-634965,NbO,[95729]
mp-635413,Cs3Bi,"[58769, 659568]"
mp-636264,La(CuSn)2,"[103041, 602618, 603425, 628271]"
mp-643062,H4IN,[89094]
mp-643643,BaH2CSNClO,[82878]
mp-643651,Rb3ZnH5,"[83934, 187418]"
mp-649754,Os3C9Se2O9,[30552]
mp-650442,Tl3AgTe2,[61680]
mp-650503,Rb3V2Br9,"[61235, 61233]"
mp-652068,KS2N(O2F)2,"[50525, 237684, 237685]"
mp-655141,S,[20710]
mp-655834,MnSbSe2Br,[172785]
mp-6716,Ba4Zr(RuO4)3,"[47133, 47132]"
mp-695928,CoPH6O6F,[62512]
mp-698033,KAl2P2H8O12F,"[100036, 94358]"
mp-698163,BaPHO4,[99896]
mp-6999,ScPS4,[67559]
mp-707014,P2H10S4N2O,[16451]
mp-707457,KMg2B12H19O30,"[76660, 34008]"
mp-720739,ZnP2H6O5,[66912]
mp-720901,Na3H6S2NO10,[4288]
mp-722262,CaB3H3O7,[39844]
mp-722912,Hf3Zn3C,"[42936, 618069]"
mp-740733,NaAl(H2N)4,[73163]
mp-7466,CaCu2O3,"[291025, 15094]"
mp-7543,LiVS2,"[16303, 642325]"
mp-782100,As4H24C8S7N2,[407153]
mp-795607,V2N4O11,"[49657, 15022]"
mp-8207,Zn(PtO2)3,[35339]
mp-9208,V2B3,"[615660, 79258]"
mp-9427,NaYP2O7,[83657]
mp-977388,HoMgSn,"[183527, 183528, 183526]"
mp-9806,KGd(CO3)2,[407226]
mp-981103,Sr3CdO4,[181060]
mp-982384,TbH3,"[638485, 246325]"
mp-998946,TlCdSe2,[620451]
mp-9998,MoAs,"[43188, 610957]"
mp-10052,TiAs,"[44074, 611502]"
mp-1009016,LuAs,[247648]
mp-1017550,Be3N2,[185491]
mp-1018033,AgRhO2,[261561]
mp-10537,Na2CoPO4F,[280758]
mp-1059879,CsN,"[29106, 29392]"
mp-1066497,FeSe,[182545]
mp-1069346,PrVO3,[28927]
mp-1070,CdSe,"[620423, 236428, 415786, 620420, 620418, 620432, 415785, 60630, 192138, 659134, 600840, 620429, 192139, 41826, 53953, 620414, 620425, 41825, 415784, 600366, 41491, 620415, 620427, 620438, 620435]"
mp-1071478,CeInPt4,[621380]
mp-1078018,La(ClO)3,[75266]
mp-1078113,V(FeSe2)2,[633517]
mp-1078750,NaCaH3,[168714]
mp-1079443,MnTe,[76241]
mp-1080116,SmCuSb2,[658229]
mp-1080451,TbPd,[648983]
mp-1080554,Ti4H3Pd2,[167657]
mp-1101848,Nd2Al,[608754]
mp-1101973,YbAsPt,[611243]
mp-1103688,Nd3Pt4,[645736]
mp-1106392,V2NiO7,[79729]
mp-114,Pu,"[44768, 43708, 649894]"
mp-1143,Al2O3,"[9772, 608997, 99783, 92630, 89662, 31545, 600672, 31548, 88029, 30024, 24851, 60419, 9775, 161060, 609004, 160607, 92631, 63647, 30025, 160605, 10425, 92628, 30026, 64713, 609001, 160604, 164617, 26790, 31547, 30027, 88028, 89665, 51687, 75560, 73724, 9773, 9774, 608995, 89663, 73725, 52044, 160606, 608993, 608998, 30028, 33639, 24005, 93096, 43732, 151589, 77810, 56085, 10426, 68591, 608994, 9771, 89664, 75479, 30030, 75559, 30029, 9770, 52025, 73076, 52024, 31546, 85137, 92629, 52648, 608996, 52647, 88027, 25778, 169720, 63648]"
mp-1179370,SnAsO4,[108988]
mp-1182146,Ca5Pb3,[619480]
mp-1188089,K2Ni3Se4,[641277]
mp-1188199,Pr(YS2)3,[649298]
mp-1189012,Y2Si5Ir3,[641029]
mp-1190453,Pr3AsS5Cl2,[428998]
mp-1190646,K2CuTeO7,[56872]
mp-1192203,NaCdAsS3,[183394]
mp-1192205,KHo2Cu3Se5,[174371]
mp-1192234,ZnClO,[15900]
mp-1192450,Zr5NiSb9,[195053]
mp-1193589,Fe3(Ni10B3)2,[614125]
mp-1194656,MnPb2WO6,[239436]
mp-1196235,Sm2USe5,[651899]
mp-1196758,KCd(BO2)3,[260454]
mp-1196820,Pr4(LuS2)11,[642520]
mp-1197198,SbN2F5,"[68234, 68235, 68233]"
mp-1197438,Pr3Fe5O12,"[248013, 422690]"
mp-1197503,S5(IO9)2,[427676]
mp-1197826,K3VMo3H4O15,[280945]
mp-1197980,CrPb2F7,[174348]
mp-1198059,Hf2Be17,[616284]
mp-1198081,SnC8(NCl3)2,"[109719, 109718]"
mp-1198211,Na2NiMo6H26(NO15)2,[240708]
mp-1198513,Pr2Nb2S7O30,[423209]
mp-1198905,Cs12Sn8GeO4,[412511]
mp-1199579,BiH14C4S8N5O,[422348]
mp-1200167,Y11(In3Ge2)2,[184245]
mp-1201995,CaAl2(Si3O10)2,"[96711, 26151]"
mp-1202046,Sr2PIO4,[427717]
mp-1202577,Pr2ThS5,[649287]
mp-1204271,Hf7Tl18Pb2S25,[251138]
mp-1204617,Ba5(GaSe4)2,[180271]
mp-12633,Mn5B2P,[109111]
mp-13195,NdSbO4,[245048]
mp-1367,Mg2Si,"[291430, 167510, 167737, 642827, 150956, 642831, 180945, 191033, 24803, 657540, 187349, 167736, 104864, 180944, 642824, 163708, 181248]"
mp-14552,Ba2SrUO6,"[248399, 62540, 248398]"
mp-15277,La5Cu19P12,[82020]
mp-15796,LiHoSe2,[44965]
mp-165,Si,"[182732, 30101, 67775]"
mp-16504,HoAl4Ni,"[608203, 57920]"
mp-17383,Ni2Ge,[53743]
mp-18165,Na3GaS3,[300161]
mp-18293,SiP2O7,[19047]
mp-18369,Ta2MnZn2O8,[85042]
mp-18622,Hf7P4,[405208]
mp-18772,Na4Mo(NO)2,[73102]
mp-18898,Sr(NiO2)4,[40469]
mp-19890,URe2,"[650182, 105897]"
mp-19920,Ce3Ga,"[621097, 102168, 102169]"
mp-20029,SrCrO3,"[108903, 245834]"
mp-20303,LaIn4Ni,"[639856, 411746]"
mp-20650,CeCrGe3,[158977]
mp-21062,YbMnGe,[95003]
mp-21209,Cu3(AsO4)2,[63057]
mp-21318,PtPb2,[54316]
mp-2147,SrGe,"[43099, 52703, 659802]"
mp-21533,CuP2PbO7,[79996]
mp-22277,EuCuAs,[107941]
mp-22325,P2Pb2O7,"[157942, 201748]"
mp-22569,InPO4,[85579]
mp-22570,Mg5In2,[109097]
mp-22660,InAgO2,[202429]
mp-22712,YPd2Pb,"[105596, 105597]"
mp-22953,YbCuBi,"[416144, 416143, 616628]"
mp-22992,TiClO,"[39314, 25657, 155833]"
mp-23102,Sr2Cu(ClO)2,"[4087, 67067]"
mp-23382,Y4CI5,"[68014, 63293]"
mp-23450,RbIO4,"[89510, 83366, 52340, 83365]"
mp-23563,SiCl2O,"[54027, 71444]"
mp-23656,Na4Ga3Si3ClO12,"[417705, 56500]"
mp-23737,KMgH3,"[638209, 638208, 56061, 181941, 181939, 159175]"
mp-23772,TbAg3H6C6(N2O)3,[249343]
mp-23979,K3H(SeO4)2,[71872]
mp-23986,NaH6ClO5,"[1954, 1858]"
mp-24161,TiH2,"[638505, 169601, 168833, 56183, 166235, 658062, 638499, 96297, 168329, 169602, 57146, 160925, 164602, 56182]"
mp-24341,CsBeH3,[173446]
mp-2441,Cd3P2,"[656178, 158865, 181134, 620219, 77869, 158864, 620208]"
mp-24620,MgMoH2O5,[202695]
mp-27312,Nb2SeF14,[9897]
mp-27314,SbClF8,[9899]
mp-27336,CsCuBr3,[10184]
mp-27465,S8O,[15998]
mp-27641,CsBr3,[22130]
mp-27688,K2TeI6,[23649]
mp-28048,KTlBr4,[35418]
mp-28062,Sb2F7,[35709]
mp-28176,Te2PdCl10,[39436]
mp-28529,KInBr3,[50510]
mp-28587,BaH8O5,"[60658, 67109]"
mp-28627,K4Br2O,[68505]
mp-28881,Rb2UCl5,[74858]
mp-29123,Se2Br3N,[83696]
mp-29170,Hg(AuF4)2,[85414]
mp-29217,Ge3PbO7,[100269]
mp-29224,S3N2O5,"[14151, 100331]"
mp-29303,Tl4Sn5S12,[201423]
mp-29588,Nd3(BN2)2,"[407576, 614876]"
mp-29797,GdBrO,[41071]
mp-29903,TlTeF5,[90619]
mp-30092,TiCl4,[280981]
mp-30224,Si3(Cl4O)2,[409627]
mp-30366,Ca3Au,[58401]
mp-30986,Zn3S2O9,[15280]
mp-3106,Np(SiRu)2,"[647202, 73029]"
mp-3108,Lu(SiRh)2,"[187016, 642548, 642551, 90198]"
mp-31108,Pr12InPt7,[99485]
mp-31136,Lu2NiSn6,"[104809, 642468]"
mp-31235,BaNaBi,[413810]
mp-3379,K2SbF5,"[39630, 24742]"
mp-3404,RbSO3,"[27581, 15966]"
mp-3430,Pr2Ru2O7,"[82303, 163397, 78123]"
mp-3718,ThTeO,"[65950, 150471, 33587]"
mp-3854,Y(MnSi)2,"[86263, 86264, 643697, 82937, 643695, 643698]"
mp-3926,NbAg7S6,"[84317, 84367]"
mp-4043,NbCu3Se4,"[628485, 73956, 628478, 628479]"
mp-4093,Cu3(PO4)2,"[1143, 68810, 68811]"
mp-4255,Ba(CuS)2,"[89575, 615832, 203088, 615837, 615834]"
mp-4579,LaSiRu,"[85855, 41249]"
mp-4598,Sr4PtO6,"[89329, 26490]"
mp-4950,KCaF3,"[154073, 154074]"
mp-5000,Tl(CuSe)2,"[629123, 53345, 629134, 42670, 601713, 629124, 629136]"
mp-5014,CuAgS,[66581]
mp-504506,RbIn(MoO4)2,[10186]
mp-504699,Ba2UFeO6,"[15309, 27018]"
mp-505481,MnH4S2O9,[408753]
mp-51,Li,"[57408, 642110, 109011, 44763, 76948]"
mp-510243,Eu(BS2)2,[413162]
mp-510321,Zr5AlSn3,[106250]
mp-510548,Y4Ga12Pt,[153909]
mp-5206,SrV6O15,[98575]
mp-5227,Dy(NiP)2,"[88183, 88184, 630010]"
mp-5392,Mg2SiO4,"[83787, 83784, 83785, 83786]"
mp-540939,Ti(TlS)4,[36368]
mp-541060,K2(ReSe2)3,"[641315, 60101]"
mp-541240,Sb3O2F5,"[62476, 67157]"
mp-541291,Na3MoN3,[67565]
mp-541504,U4Tc7Ge6,[80521]
mp-542138,Ca3Si2Ni3,[412410]
mp-542903,ZrPbO3,"[59405, 150699, 59400, 160460, 162380, 59399, 280469, 153712, 162049, 84560, 87896, 84559, 86443, 86153, 87586, 87587, 59402, 150698, 162381, 51574, 59403, 193183, 59406]"
mp-552604,YBi2ClO4,[92405]
mp-552857,TbBi2IO4,[92430]
mp-553890,CuSb2H12(O3F4)2,[20925]
mp-554109,CuSeO4,[109073]
mp-554531,Li11La12Fe3O28,[202702]
mp-554649,Na3NiF6,[26073]
mp-554782,Li2Ga2GeS6,"[195819, 161763]"
mp-555018,RbNa2AuO2,[411460]
mp-555366,LiHo(PO3)4,"[418980, 260156]"
mp-555900,Nb2Tl5S4Cl9,[417942]
mp-556356,Na2SrAl4(SiO4)4,[156656]
mp-556763,AsSe3(NF3)2,[73585]
mp-556886,Li4Al3Ge3ClO12,[87990]
mp-556958,La4S3N2,[415780]
mp-557769,CaH2C2O5,[153499]
mp-558289,UAg2(SeO4)2,[280834]
mp-559579,K5Yb(MoO4)4,[97571]
mp-560687,Nb3Te8I7O,[72015]
mp-561072,Sr2DySbO6,[150865]
mp-561681,CsSO3,"[200865, 200867, 200866]"
mp-567327,Pu2Ni17,"[646310, 105324]"
mp-567744,SrBr2,[15972]
mp-567944,BCl,[27872]
mp-568545,Cd4P2I3,[23307]
mp-5693,NaCrS2,"[660322, 626368, 42389, 25722, 15558, 42390]"
mp-569567,C,[66470]
mp-569765,InBi,"[1251, 1254, 616705, 616703, 616696, 602740, 616707, 1252, 602738, 106325, 1255, 602728, 107640, 602739, 107641, 58790, 150595, 107642]"
mp-569866,Cs6K7,"[260789, 260787, 362]"
mp-570172,HgIBr,[109010]
mp-570321,InSb2Se4Br,[159466]
mp-571258,Er6I7,[14183]
mp-582142,Ce3Bi4Pd3,[419162]
mp-583714,Pr5O9,[105542]
mp-601148,I,"[151434, 109040]"
mp-620346,Ba3InAs3,[402338]
mp-628637,Cu3BiSe2BrO8,[280759]
mp-6331,Na2Y2B2O7,"[245226, 191128, 99206]"
mp-637600,Gd6CoBr10,[409809]
mp-643288,CsLi2(H2N)3,[65151]
mp-644,K5Te3,"[96743, 66024]"
mp-649084,Sr2B8Ru7,[33848]
mp-653925,Sr2DyGaCu2O7,[71270]
mp-655027,SrH6(CO3)2,[151225]
mp-672657,Hf6Co16Ge7,"[623438, 109129]"
mp-699550,KCu3Ag(MoO4)4,[401298]
mp-704908,K5CeCo2(NO2)12,[24533]
mp-705514,SbHC3(NCl3)3,[74819]
mp-705530,P3H4N5Cl4,[62623]
mp-707478,H6Os5Pt(CO)16,[73334]
mp-709021,CaTi2(HO3)2,[98137]
mp-71,Yb,"[43572, 52542]"
mp-733481,B8H10N,[74851]
mp-7586,Ni3C,"[192545, 17005]"
mp-777413,CeScO3,[195596]
mp-8211,GaGeTe,[35386]
mp-8230,Zn(PO3)2,[36040]
mp-832,HoPd,"[639567, 104433]"
mp-863678,KZn4(SbO4)3,[421547]
mp-864879,NbC2NCl8,[402856]
mp-946,PrIr2,"[104541, 640911, 104540]"
mp-9462,CsTeSe3,[84993]
mp-9751,Al2Ge2O7,[201750]
mp-975726,PrAl4Co,[600912]
mp-978771,Sm(BRu)2,[601363]
mp-980057,SrAlGeH,[247007]
mp-980664,UBiSb,[617069]
mp-999544,YAg2,"[605957, 190093, 605961]"
mp-1008498,Ca,"[163533, 163535, 163531, 163539, 163541, 163537]"
mp-10340,Na2GeTeO6,[88789]
mp-1068167,Sr2Ge2Pb,[193219]
mp-1068331,Y2Ni2Sn,[186294]
mp-1071811,DyCdNi4,[185112]
mp-1075,SmNi5,"[105351, 646716, 105350, 646713, 646719]"
mp-1077788,BPt2,[615207]
mp-1078370,CeBi2Au,[238705]
mp-1079250,SmNiSb2,"[646439, 658212]"
mp-1079779,Tb2InCu2,[628133]
mp-1080623,Si2N3,[202970]
mp-10889,La3Al,[57932]
mp-1101074,LaF3,[167553]
mp-1103423,ErNiP,[630859]
mp-1103784,Tb(Ni2As)2,[611081]
mp-1105141,TbTl(PSe3)2,[195330]
mp-11147,Na5CuSO2,[412977]
mp-1183797,Ce2Si5Ni3,[621670]
mp-1188639,Li2SO5,"[26723, 27904, 18173]"
mp-1188833,Y(ReB)4,[615286]
mp-1189056,MgCu2GeS4,[425555]
mp-1189950,LuSiPd2,[642506]
mp-1190715,Er3FeB7,[613731]
mp-1191219,GdRh3,[636263]
mp-1191817,Li2In2SiSe6,[262644]
mp-1191899,DyVB4,[613693]
